WEM number,Original,Seed,Reworded,Model_Seed,Model
781094525,Danger: Shield Compromisedfemale voicefemale voicefemale voice,The suit kinetic protection field has failed and will no longer mitigate physical injury.,The suit's kinetic protection field has failed and is unable to provide any form of physical protection against injuries.,925064,qwen2.5:0.5b
797567920,Toxic Protection Falling,The suit ability to prevent toxic damage has been compromised.,The ability to protect oneself from environmental toxins is being weakened; increased toxicity from environmental pollutants will now increase.,9906059,qwen2.5:0.5b
808789373,Life Support Systems Activated,"Life Support Systems Active, your bio-signature is registered, may you have better luck with this suit than the previous user.","Life Support Systems Active, your bio-signature is registered, may you have better luck with this suit than the previous user.",7375154,qwen2.5:0.5b
825969836,Life Support Power Low,"Life support power has significantly depleted, failure to mitigate may result in your shutdown sequence.","Life support power is no longer sufficient, immediate action should be taken to address the situation. Failure to respond promptly will lead to severe consequences.",4171127,qwen2.5:0.5b
865668553,Life support level falling,"Life support failing, recharge immediately to avoid fatal consequences.",Life support power is dangerously low and must be restored to prevent death. Please recharge immediately to avoid fatal consequences.,7609116,qwen2.5:0.5b
871932351,Shield Down,"Critical damage has been sustained by your shields, protective capabilites are reduced to zero.","Critical incoming damage has resulted in an immediate reduction of all shield integrity and a decrease in your capabilities' protection level, making it impossible for you to defend against further incoming damage.",1876782,qwen2.5:0.5b
899320928,Thermal Protection Offline,Thermal protection is no longer functional and you will be subjected to unpleasant extreme temperature effects.,The thermal protection has been compromised; immediate measures are required to prevent further exposure to harsh environmental temperatures.,6015105,qwen2.5:0.5b
943635243,Critical Damage Taken,Massive non-trivial damage has been inflicted on your body.,The significant physical damage sustained by You has caused substantial injury to Your body.,1859938,qwen2.5:0.5b
957514183,Danger: Radiation Breach,Shielding against radiation has overloaded and failed. Irreperable chromosonal damage is a possibility.,"Shielding against radiation has become overloaded and failed, potentially leading to irreparable genetic damage.",3127187,qwen2.5:0.5b
968836370,Extreme Cold Damage Detected,You are taking serious damage from extreme cold.,You are suffering from severe cold-induced physical pain.,1958577,qwen2.5:0.5b
973658086,Danger: Toxic Rain Breach,Life-threatening toxic elements have entered the suit.,"Life-threatening toxic substances have breached the suit’s protective barriers, posing immediate danger to your health. The suit’s systems are actively attempting to contain this toxic exposure.",6088798,qwen2.5:0.5b
1061736374,Life Support Offline,"Life support power is now offline, suit and systems are shutting down, your shutdown will proceed momentarily.","Life support power is now offline, suit and systems are shutting down, your shutdown is imminent.",588119,qwen2.5:0.5b
1063828486,Toxic Damage Detected,"Toxic Damage Detected, likelyhood of nausea increasing.",Environmental toxins detected; exposure may lead to physical discomfort and potential side effects.,4629111,qwen2.5:0.5b
28199458,Hostile System: Weapons Engaged,This star system is controlled by hostile forces. your spaceship has automatically enabled weapons in response.,This star system is under the control of hostile forces. Your ship has already activated its own defensive mechanisms to prevent further aggression.,5452123,qwen2.5:0.5b
49616634,Engaging Attack Ships,Attacking ships have been automatically tagged by your combat computer.,Attacking ships have been marked as valid weapon targets for you by the combat computer.,2276407,qwen2.5:0.5b
162710077,Sentinel Starships Inbound,Sentinel starships are on an intercept course to your position.,You are under threat from hostile sentinels that are planning to attack you.,3566706,qwen2.5:0.5b
205039265,New Bounty Available,There is a new bounty posted by the mercenaries guild.,There is a new bounty available from the Mercenaries Guild to address a local threat.,1299890,qwen2.5:0.5b
310439562,Warning: Sentinel Interceptors Incoming,Sentinel air support forces are Incoming,Airborne Sentinel reinforcements are inbound to engage You.,3045551,qwen2.5:0.5b
472197709,Target Acquired,A target has been acquired by your weapon system.,A valid target is now being tracked by your defensive system.,7596137,qwen2.5:0.5b
494454783,Pirate Ship At Large: Bounty Available,"A space-pirate ship is at large in this system, a bounty has been declared by the local mercenaries guild.",A hostile target is roaming this solar system and has an active bounty placed on it by local authorities.,9410392,qwen2.5:0.5b
510448383,Target Locked,Your weapons have locked on to your target.,Your weapons are now fully equipped and ready for firing with high precision.,3910746,qwen2.5:0.5b
514543818,Pirate Spotted: Bounty Available,"Nearby pirate activity detected, signature matches that of a local posted bounty.","Nearby pirate activity has been detected, with confirmed signatures matching your local posted bounty.",4556122,qwen2.5:0.5b
594696652,Sentinel ships in combat range,Sentinel ships are within your weapons range.,The hostile sentinel ships are so close to our weapons that You can engage with them directly.,7888725,qwen2.5:0.5b
797446331,Hostile System: Engage Weapons,"This star system is under control of hostiles, prepare for immediate combat.","This star system is under hostile control, and weapons systems must be engaged immediately to protect you from potential attacks by the occupiers.",903638,qwen2.5:0.5b
984473045,Warning: Hostile System,"This star system is under hostile control, occupiers are intolerant of trespassers.","This star system has been subjected to hostile alien occupation, with inhabitants who exhibit hostile behavior towards intruders.",2041411,qwen2.5:0.5b
13628945,Atmospheric interference,Planetary atmosphere is interfering with your Maneuver.,"A zero-gravity maneuver is being attempted, however you are within the limits of a planetary atmosphere. Safety protocols have been engaged to prevent widespread damage to the local environment, requiring repositioning beyond the planet's atmosphere before attempting again.",2145898,qwen2.5:0.5b
137307545,Station Proximity,"You are too close to the space station, relocate immediately.","You are too close to the space station, relocate now.",5975318,qwen2.5:0.5b
197643865,Pulse Drive Engaged,"Pulse drive engaged, turbulence is expected.","You have activated your ship's pulse drive, which will enable rapid travel within the solar system.",5971119,qwen2.5:0.5b
294741566,Local enemy disruption,"Hostile forces are using a pulse disrupter, you are limited to standard flight speeds.","Enemy interference is causing your faster flight options to become ineffective, making it harder for you to exceed normal speed limits.",1046425,qwen2.5:0.5b
375834098,Landing sequence initiated,Attempting to land the spaceship safely.,The landing procedures are about to commence. The ship is preparing to descend for a smooth touchdown.,4139865,qwen2.5:0.5b
393574373,Planetary interference,"You are too close to the planet, relocate before retrying the manouever.",You are already far enough away from the planet; move closer before attempting deep space maneuvers again.,832236,qwen2.5:0.5b
422143449,Landing Area Not Clear,"Landing area not clear, try somewhere else.","Landing area not clear, try somewhere else.",3463843,qwen2.5:0.5b
